Route,Route Type,numero_vuelo,NB/WB,Flt Desg,Eff Date,Dis Date,Freq,Fleet,Equip,Service Type,Dept Arp,Dept Time,Arvl Arp,Arrv Time,Saleable config.,demora,TA,BU,owner,Provider Catering,Centralized Cat,Icebridge,Cycle_BC/PE,Cycle_YC,Cycle_Crew,bc_serv_1,bc_serv_2,bc_serv_3,pe_serv_1,pe_serv_2,yc_serv_1,yc_serv_2,yc_serv_3,yc_serv_4,crew_serv_1,crew_serv_2,crew_serv_3,crew_serv_4,"Provider
APV","Type
APV",Centralized APV,"Service
Bar",type_pdto,Cod_letter_triptico,PRINT,BOARDING,ttl_wkly_freq,mon,tue,wed,thu,fri,sat,sun,30-sept-24,31-oct-24,30-nov-24,31-dic-24,31-ene-25,Docs prov.,1,2,3,4,5,Config. Supply Planning,Dept Arp type,Provider Catering type,BC_PE rule group,BC_PE rule,YC rule group,YC rule,TC rule group,TC rule
BOGSCL,,LA0706,WB,LA0575,9/11/2024,9/25/2024,..3....,789,789,J,BOG,7:14:00 a. m.,SCL,3:00:00 p. m.,J30Y274,5:46:00,5:15:00 a. m.,REG,LA,BOG,No,No,CV,CV,CV,HBE0,SPM0,0,0,0,HB00,SNA0,0,0,HBE0,SS00,BF00,0,SCL,SH,Yes,SH,TRIP BC,BOG-HBE0-0-0-CV-TRIP BC,LIM,BOG,1,,,X,,,,,3,0,0,0,0,SCL,0,0,0,0,0,J30Y274,OP HUB,OP HUB,BCM04,BCM04-3,YWM05B,YWM05B-2,TCLAM02,TCLAM02-2
SCLMVD,Leisure,LA0406,NB,LA0406,9/11/2024,9/27/2024,..3.5..,320,328,J,SCL,8:25:00 a. m.,MVD,10:37:00 a. m.,W16Y156,2:12:00,12:54:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,2,,,X,,X,,,6,0,0,0,0,SCL,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCLAM01,TCLAM01-2
GRUSCL,Corporate,LA0061,NB,LA8205,9/11/2024,9/28/2024,..34.6.,321,31R,J,GRU,8:35:00 a. m.,SCL,12:54:00 p. m.,W12Y206,4:19:00,12:00:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,HLDE,0,0,GRU,SH,No,PEC,TRIP PEC,GRU-HBPY-0-CV-TRIP PEC,GRU,GRU,3,,,X,X,,X,,9,0,0,0,0,GRU,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-2,YNM04B,YNM04B-2,TCJJM02,TCJJM02-3
EZESCL,Corporate,LA0071,NB,LA0468,9/11/2024,9/27/2024,..3.5..,321,31R,J,EZE,9:00:00 a. m.,SCL,11:22:00 a. m.,W16Y200,2:22:00,12:00:00 a. m.,REG,LA,SCL,Yes,Yes,CD,CV,CD,0,0,0,CBPY,0,SAM2,0,0,0,HB00,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,2,,,X,,X,,,6,0,0,0,0,SCL,0,0,0,0,0,W12Y206,Station,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCLAM01,TCLAM01-2
CUZSCL,Leisure,LA2366,NB,LA2367,9/11/2024,9/28/2024,..3..6.,320,3SP,J,CUZ,9:10:00 a. m.,SCL,2:35:00 p. m.,W8Y168,3:25:00,1:05:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,SS00,BF00,0,LIM,LR,Yes,0,0,0,0,0,2,,,X,,,X,,6,0,0,0,0,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCLPM02,TCLPM02-2
UIOMIA,Leisure,LA1453,NB,LA1454,9/11/2024,9/11/2024,..3....,320,328,J,UIO,9:11:00 a. m.,MIA,2:30:00 p. m.,W12Y162,4:19:00,1:20:00 a. m.,LH,XL,UIO,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,HLDE,0,0,UIO,LH,No,PEL,TRIP PEL,UIO-HBPY-0-CV-TRIP PEL,LIM,UIO,1,,,X,,,,,1,0,0,0,0,UIO,0,0,0,0,0,W12Y162,OP HUB,OP HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCXLM01B,TCXLM01B-2
SCLGRU,Corporate,LA0763,NB,LA0762,9/11/2024,9/28/2024,..3..6.,321,31R,J,SCL,9:15:00 a. m.,GRU,1:15:00 p. m.,W20Y194,4:00:00,1:05:00 a. m.,REG,LA,SCL,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,BF00,0,0,SCL,SH,Yes,PEC,TRIP PEC,SCL-HBPY-0-CV-TRIP PEC,SCL,SCL,2,,,X,,,X,,6,0,0,0,0,SCL,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-2,YNM04B,YNM04B-2,TCLAM01,TCLAM01-2
LIMGRU,Corporate,LA3334,NB,LA8040,9/11/2024,9/14/2024,..3..6.,320,328,J,LIM,9:20:00 a. m.,GRU,4:20:00 p. m.,W12Y162,5:00:00,12:00:00 a. m.,REG,JJ,LIM,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,HLDE,0,0,GRU,SH,Yes,PEC,TRIP PEC,LIM-HBPY-0-CV-TRIP PEC,GRU,GRU,2,,,X,,,X,,2,0,0,0,0,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-2,YNM04B,YNM04B-2,TCJJM02,TCJJM02-3
FLNSCL,Leisure,LA0520,NB,LA0719,9/11/2024,9/29/2024,..3.5.7,321,31R,J,FLN,10:25:00 a. m.,SCL,2:13:00 p. m.,W12Y206,3:48:00,1:02:00 a. m.,REG,LA,SCL,Yes,Yes,CD,CV,CV,0,0,0,HBPY,0,HBER,0,0,0,HLDE,BF00,0,0,SCL,SH,Yes,PEL,TRIP PEL,SCL-HBPY-0-CD-TRIP PEL,SCL,SCL,3,,,X,,X,,X,9,0,0,0,0,SCL,0,0,0,0,0,W12Y206,Station,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLAM01,TCLAM01-3
GRUSCL,Corporate,LA8131,NB,LA8130,9/11/2024,9/11/2024,..3....,320,32S,J,GRU,10:45:00 a. m.,SCL,3:10:00 p. m.,W12Y162,4:25:00,1:00:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,HLL0,0,HLD2,0,0,0,HLDL,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,GRU-HLL0-0-CV-TRIP PEC,GRU,GRU,1,,,X,,,,,1,0,0,0,0,GRU,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-3,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
LIMSCL,Corporate,LA0425,NB,LA2427,9/11/2024,9/28/2024,..34.6.,320,328,J,LIM,11:55:00 a. m.,SCL,5:35:00 p. m.,W16Y156,3:40:00,12:59:00 a. m.,REG,LP,LIM,No,No,CV,CV,CV,0,0,0,HLL0,0,HLD2,0,0,0,HLDL,BF00,0,0,LIM,SH,No,PEC,TRIP PEC,LIM-HLL0-0-CV-TRIP PEC,LIM,LIM,3,,,X,X,,X,,9,0,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-3,YNM04B,YNM04B-3,TCLPM01,TCLPM01-3
LIMEZE,Leisure,LA2368,NB,LA2369,9/11/2024,9/11/2024,..3....,320,328,J,LIM,12:15:00 p. m.,EZE,6:45:00 p. m.,W20Y150,4:30:00,12:50:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HLL0,0,HLDE,0,0,0,HLDL,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HLL0-0-CV-TRIP PEL,LIM,LIM,1,,,X,,,,,1,0,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-3,YNM04,YNM04-3,TCLPM01B,TCLPM01B-3
GYELIM,Leisure,LA2075,NB,LA2417,9/11/2024,9/30/2024,1.34...,320,328,J,GYE,12:45:00 p. m.,LIM,2:40:00 p. m.,W8Y168,1:55:00,12:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,CLL0,0,SPM2,0,0,0,HLDE,BF00,0,0,LIM,LR,Yes,0,0,0,0,0,3,X,,X,X,,,,9,0,0,0,0,LIM,0,0,0,0,0,W12Y162,OP HUB,HUB,PCM02,PCM02-3,YNM02,YNM02-3,TCLPM01,TCLPM01-3
GRUSCL,Corporate,LA8037,NB,LA8036,9/11/2024,9/26/2024,..34...,321,31R,J,GRU,1:20:00 p. m.,SCL,5:45:00 p. m.,W12Y206,4:25:00,1:00:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,HLL0,0,HLD2,0,0,0,HLDL,SS00,0,0,GRU,SH,No,PEC,TRIP PEC,GRU-HLL0-0-CV-TRIP PEC,GRU,GRU,2,,,X,X,,,,6,0,0,0,0,GRU,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-3,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
MADSCL,,LA0622,WB,LA0707,9/11/2024,9/21/2024,..3..6.,788,788,J,MAD,1:25:00 p. m.,SCL,9:50:00 p. m.,J30Y213,13:25:00,2:20:00 a. m.,LH,LA,MAD,No,No,CV + CD,CV,CV + CD,HL00,SNK4,HD00,0,0,FHL0,SNK4,FHS0,0,HLBC,SS00,HLBC,BF00,MAD,REPO,No,LH,CM,MAD-HL00-0-HD00-CV + CD-CM,SCL,SCL,2,,,X,,,X,,4,0,0,0,0,SCL,0,0,0,0,0,J30Y220,Caterer,Caterer,BCM06,BCM06-6,YWM07,YWM07-6,TCLAM03,TCLAM03-5
GRUSCL,Corporate,LA0182,NB,LA0763,9/11/2024,9/28/2024,..3..6.,321,31R,J,GRU,2:20:00 p. m.,SCL,6:38:00 p. m.,W16Y200,4:18:00,12:00:00 a. m.,REG,LA,GRU,No,No,CV,CV,CV,0,0,0,HLL0,0,HLD2,0,0,0,HLDL,BF00,0,0,SCL,SH,Yes,PEC,TRIP PEC,GRU-HLL0-0-CV-TRIP PEC,SCL,SCL,2,,,X,,,X,,6,0,0,0,0,SCL,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-3,YNM04B,YNM04B-3,TCLAM01,TCLAM01-3
SCLCUZ,Leisure,LA2341,NB,LA2366,9/11/2024,9/28/2024,..3.56.,320,3SP,J,SCL,3:40:00 p. m.,CUZ,5:10:00 p. m.,W8Y168,3:30:00,12:00:00 a. m.,REG,LP,SCL,Yes,Yes,CV,CV,CV,0,0,0,CSPY,0,SPM2,0,0,0,HLDE,SS00,BF00,0,SCL,LR,Yes,0,0,0,0,0,3,,,X,,X,X,,9,0,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-4,YNM02,YNM02-3,TCLPM02,TCLPM02-3
MIAUIO,Leisure,LA1425,NB,LA1453,9/11/2024,9/11/2024,..3....,320,328,J,MIA,3:50:00 p. m.,UIO,7:05:00 p. m.,W12Y162,4:15:00,1:00:00 a. m.,LH,XL,MIA,No,No,CV,CV,CV,0,0,0,SSPY,0,HLDE,0,0,0,HLDE,BF00,0,0,MIA,REPO,No,PEL,TRIP PEL,MIA-SSPY-0-CV-TRIP PEL,SCL,MIA,1,,,X,,,,,1,0,0,0,0,UIO,0,0,0,0,0,W12Y162,Caterer,Caterer,PCM03,PCM03-4,YNM04,YNM04-3,TCXLM01B,TCXLM01B-3
SCLGRU,Corporate,LA3282,NB,LA8131,9/11/2024,9/11/2024,..3....,320,32S,J,SCL,4:10:00 p. m.,GRU,8:05:00 p. m.,W16Y156,3:55:00,12:00:00 a. m.,REG,JJ,SCL,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,SCL-SSPY-0-CV-TRIP PEC,GRU,GRU,1,,,X,,,,,1,0,0,0,0,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-4,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
SCLFLN,Leisure,LA0505,NB,LA0506,9/11/2024,9/28/2024,..3..6.,321,31R,J,SCL,4:20:00 p. m.,FLN,7:35:00 p. m.,W12Y206,3:15:00,1:05:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDE,0,0,0,HLDE,BF00,0,0,SCL,SH,Yes,PEL,TRIP PEL,SCL-SSPY-0-CV-TRIP PEL,SCL,SCL,2,,,X,,,X,,6,0,0,0,0,SCL,TARJETA BRASIL MIGRACION PORT/ENG,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLAM01,TCLAM01-3
SCLBOG,,LA0710,WB,LA0710,9/11/2024,10/23/2024,..3....,788,788,J,SCL,4:30:00 p. m.,BOG,8:27:00 p. m.,J30Y217,5:57:00,2:13:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,HL20,SPM0,0,0,0,HLD0,SNA0,0,0,HLD2,SS00,BF00,0,SCL,LH,No,SH,TRIP BC,SCL-HL20-0-0-CV-TRIP BC,SCL,SCL,1,,,X,,,,,3,4,0,0,0,SCL,0,0,0,0,0,J30Y220,HUB,HUB,BCM04,BCM04-4,YWM05B,YWM05B-3,TCLAM02,TCLAM02-5
SCLGRU,,LA0633,WB,LA0632,9/11/2024,10/23/2024,..3....,789,789,J,SCL,5:05:00 p. m.,GRU,8:50:00 p. m.,J30Y274,3:45:00,9:50:00 a. m.,REG,LA,SCL,No,No,CV,CV,CV,HD20,0,0,0,0,HS01,0,0,0,HLD2,BF00,0,0,SCL,SH,Yes,SH,TRIP BC,SCL-HD20-0-0-CV-TRIP BC,SCL,SCL,1,,,X,,,,,3,4,0,0,0,SCL,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,J30Y274,HUB,HUB,BCM03,BCM03-5,YWM04,YWM04-3,TCLAM01,TCLAM01-3
GRUSCL,Corporate,LA8097,NB,LA8096,9/11/2024,9/11/2024,..3....,320,328,J,GRU,5:25:00 p. m.,SCL,9:55:00 p. m.,W16Y156,4:30:00,1:00:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,GRU-SSPY-0-CV-TRIP PEC,GRU,GRU,1,,,X,,,,,1,0,0,0,0,GRU,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-4,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
GRUEZE,Corporate,LA8173,NB,LA8172,9/11/2024,9/11/2024,..3....,321,31R,J,GRU,5:25:00 p. m.,EZE,8:30:00 p. m.,W12Y206,3:05:00,1:00:00 a. m.,REG,JJ,GRU,Yes,Yes,CV,CV,CV,0,0,0,CSPY,0,SPM2,0,0,0,HLDE,0,0,0,GRU,LR,Yes,0,0,0,0,0,1,,,X,,,,,1,0,0,0,0,GRU,0,0,0,0,0,W12Y206,HUB,HUB,PCM02,PCM02-4,YNM02,YNM02-3,TCJJM01,TCJJM01-5
LIMSCL,Corporate,LA0140,NB,LA0521,9/11/2024,9/29/2024,..3.5.7,321,31R,J,LIM,6:40:00 p. m.,SCL,12:20:00 a. m.,W16Y200,3:40:00,12:00:00 a. m.,REG,LA,LIM,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,BF00,0,0,SCL,SH,Yes,PEC,TRIP PEC,LIM-SSPY-0-CV-TRIP PEC,SCL,SCL,3,,,X,,X,,X,9,0,0,0,0,SCL,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-4,YNM04B,YNM04B-3,TCLAM01,TCLAM01-3
SCLCNF,Leisure,LA0675,NB,LA0674,9/11/2024,10/23/2024,..3....,321,31R,J,SCL,6:59:00 p. m.,CNF,11:10:00 p. m.,W12Y206,4:11:00,12:45:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDE,0,0,0,HLDE,BF00,0,0,SCL,SH,Yes,PEL,TRIP PEL,SCL-SSPY-0-CV-TRIP PEL,SCL,SCL,1,,,X,,,,,3,4,0,0,0,SCL,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLAM01,TCLAM01-3
EZELIM,Leisure,LA1437,NB,LA2368,9/11/2024,9/11/2024,..3....,320,328,J,EZE,7:35:00 p. m.,LIM,10:30:00 p. m.,W16Y156,4:55:00,1:20:00 a. m.,REG,LP,LIM,Yes,Yes,CD,CV,CD,0,0,0,HDL0,0,HLDR,0,0,0,HLDL,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HDL0-0-CD-TRIP PEL,LIM,LIM,1,,,X,,,,,1,0,0,0,0,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-5,YNM04,YNM04-3,TCLPM01B,TCLPM01B-3
CORSCL,Leisure,LA0126,NB,LA0487,9/11/2024,9/27/2024,..3.5..,321,31R,J,COR,7:40:00 p. m.,SCL,9:12:00 p. m.,W8Y212,1:32:00,12:00:00 a. m.,REG,LA,SCL,Yes,Yes,CD,CV,CD,0,0,0,SWPM,0,SNK1,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,2,,,X,,X,,,6,0,0,0,0,SCL,0,0,0,0,0,W12Y206,Station,HUB,PCM02B,PCM02B-1,YNM02B,YNM02B-1,TCLAM01,TCLAM01-3
SCLEZE,Corporate,LA0478,NB,LA0473,9/11/2024,9/18/2024,..3....,320,328,J,SCL,8:00:00 p. m.,EZE,10:00:00 p. m.,W12Y162,2:00:00,7:36:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,CDL0,0,SPM2,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,1,,,X,,,,,2,0,0,0,0,SCL,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-5,YNM02,YNM02-3,TCLAM01,TCLAM01-3
UIOLIM,Leisure,LA2420,NB,LA1425,9/11/2024,9/17/2024,.23....,320,328,J,UIO,8:05:00 p. m.,LIM,10:20:00 p. m.,W12Y162,2:15:00,1:30:00 a. m.,REG,XL,UIO,No,No,CV,CV,CV,0,0,0,CDL0,0,SPM2,0,0,0,HLDE,BF00,0,0,UIO,LR,No,0,0,0,0,0,2,,X,X,,,,,2,0,0,0,0,UIO,0,0,0,0,0,W12Y162,OP HUB,OP HUB,PCM02,PCM02-5,YNM02,YNM02-3,TCXLM01,TCXLM01-3
FLNSCL,Leisure,LA0144,NB,LA0505,9/11/2024,9/28/2024,..3..6.,321,31R,J,FLN,8:40:00 p. m.,SCL,12:26:00 a. m.,W12Y206,3:46:00,12:00:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,HDL0,0,HLDR,0,0,0,HLDL,BF00,0,0,SCL,SH,Yes,PEL,TRIP PEL,SCL-HDL0-0-CV-TRIP PEL,SCL,SCL,2,,,X,,,X,,6,0,0,0,0,SCL,0,0,0,0,0,W12Y206,Station,HUB,PCM03,PCM03-5,YNM04,YNM04-3,TCLAM01,TCLAM01-3
SCLLIM,Corporate,LA0523,NB,LA0524,9/11/2024,9/18/2024,..3....,320,328,J,SCL,9:15:00 p. m.,LIM,11:05:00 p. m.,W20Y150,3:50:00,8:45:00 a. m.,REG,LA,SCL,No,No,CV,CV,CV,0,0,0,HDL0,0,HLD2,0,0,0,HLDL,BF00,0,0,SCL,SH,No,PEC,TRIP PEC,SCL-HDL0-0-CV-TRIP PEC,SCL,SCL,1,,,X,,,,,2,0,0,0,0,SCL,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-5,YNM04B,YNM04B-3,TCLAM01,TCLAM01-3
EZEGRU,Corporate,LA3342,NB,LA8173,9/11/2024,9/11/2024,..3....,321,31R,J,EZE,9:30:00 p. m.,GRU,12:15:00 a. m.,W12Y206,2:45:00,12:00:00 a. m.,REG,JJ,GRU,Yes,Yes,CV,CV,CD,0,0,0,CDL0,0,SPM2,0,0,0,HLDE,0,0,0,GRU,LR,Yes,0,0,0,0,0,1,,,X,,,,,1,0,0,0,0,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y206,Station,HUB,PCM02,PCM02-5,YNM02,YNM02-3,TCJJM01,TCJJM01-6
GRUMVD,Leisure,LA8177,NB,LA8176,9/11/2024,9/18/2024,..3....,320,328,J,GRU,9:40:00 p. m.,MVD,12:25:00 a. m.,W8Y168,2:45:00,4:00:00 a. m.,REG,JJ,GRU,Yes,Yes,CV,CV,CV,0,0,0,CDL0,0,SPM2,0,0,0,HLDE,0,0,0,GRU,LR,Yes,0,0,0,0,0,1,,,X,,,,,2,0,0,0,0,GRU,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-5,YNM02,YNM02-3,TCJJM01,TCJJM01-6
SCLJFK,,LA0533,WB,LA0532,9/11/2024,9/21/2024,..3456.,789,789,J,SCL,10:55:00 p. m.,JFK,8:30:00 a. m.,J30Y270,10:35:00,11:30:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB0,0,0,HLBC,SS00,HB00,BF00,SCL,LH,No,LH,CM,SCL-HD00-HB00-0-CV-CM,SCL,SCL,4,,,X,X,X,X,,8,0,0,0,0,SCL,0,0,0,0,0,J30Y274,HUB,HUB,BCM06,BCM06-7,YWM07,YWM07-7,TCLAM03,TCLAM03-4
LIMSCL,Corporate,LA2370,NB,LA2371,9/11/2024,9/11/2024,..3....,320,3SP,J,LIM,11:00:00 p. m.,SCL,4:30:00 a. m.,W16Y156,3:30:00,12:45:00 a. m.,REG,LP,LIM,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,BF00,0,0,LIM,SH,No,PEC,TRIP PEC,LIM-SSPY-0-CV-TRIP PEC,LIM,LIM,1,,,X,,,,,1,0,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-6,YNM04B,YNM04B-3,TCLPM01,TCLPM01-3
CNFSCL,Leisure,LA0716,NB,LA0675,9/11/2024,10/3/2024,..34...,321,31R,J,CNF,11:55:00 p. m.,SCL,5:03:00 a. m.,W12Y206,5:08:00,1:00:00 a. m.,REG,LA,SCL,Yes,Yes,CD,CV,CD,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,BF00,0,0,SCL,SH,Yes,PEL,TRIP PEL,SCL-SSPY-0-CD-TRIP PEL,SCL,SCL,2,,,X,X,,,,6,2,0,0,0,SCL,0,0,0,0,0,W12Y206,Station,HUB,PCM03,PCM03-6,YNM04,YNM04-3,TCLAM01,TCLAM01-3
LIMSCL,Corporate,LA2378,NB,LA2377,9/12/2024,9/12/2024,...4...,320,3SP,J,LIM,12:05:00 a. m.,SCL,5:40:00 a. m.,W12Y162,3:35:00,12:50:00 a. m.,REG,LP,LIM,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,SS00,BF00,0,0,LIM,SH,Yes,PEC,TRIP PEC,LIM-SSPY-0-CV-TRIP PEC,LIM,LIM,1,,,,X,,,,1,0,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-1,YNM04B,YNM04B-1,TCLPM01,TCLPM01-1
GRUSCL,Corporate,LA8133,NB,LA8030,9/12/2024,9/12/2024,...4...,320,328,J,GRU,1:00:00 a. m.,SCL,5:30:00 a. m.,W8Y168,4:30:00,1:05:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,SS00,HB00,0,0,GRU,SH,Yes,PEC,TRIP PEC,GRU-SSPY-0-CV-TRIP PEC,GRU,GRU,1,,,,X,,,,1,0,0,0,0,GRU,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-1,YNM04B,YNM04B-1,TCJJM02,TCJJM02-2
LIMMDZ,Leisure,LA2434,NB,LA2435,9/12/2024,9/13/2024,...45..,320,328,J,LIM,1:15:00 a. m.,MDZ,6:55:00 a. m.,W12Y162,3:40:00,1:05:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDE,0,0,0,HLDE,HB00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,2,,,,X,X,,,2,0,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCLPM02,TCLPM02-1
SCLBOG,,LA0575,WB,LA0572,9/12/2024,9/26/2024,...4...,788,788,J,SCL,1:25:00 a. m.,BOG,5:35:00 a. m.,J30Y217,6:10:00,1:30:00 a. m.,REG,LA,SCL,No,No,CV,CV,CV,LHLD,0,0,0,0,HLD0,SNA0,0,0,LHLD,HB00,BF00,0,SCL,SH,Yes,SH,TRIP BC,SCL-LHLD-0-0-CV-TRIP BC,SCL,SCL,1,,,,X,,,,3,0,0,0,0,SCL,0,0,0,0,0,J30Y220,HUB,HUB,BCM04,BCM04-2,YWM05B,YWM05B-1,TCLAM02,TCLAM02-1
GRULIM,Corporate,LA8040,NB,LA8004,9/12/2024,9/15/2024,...45.7,321,31R,J,GRU,3:30:00 a. m.,LIM,7:00:00 a. m.,W12Y206,5:30:00,2:20:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,SS00,HB00,0,0,GRU,SH,Yes,PEC,TRIP PEC,GRU-SSPY-0-CV-TRIP PEC,GRU,GRU,3,,,,X,X,,X,3,0,0,0,0,GRU,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-1,YNM04B,YNM04B-1,TCJJM02,TCJJM02-2
EZELIM,Leisure,LA2073,NB,LA2376,9/12/2024,9/19/2024,...4...,320,328,J,EZE,3:45:00 a. m.,LIM,6:40:00 a. m.,W12Y162,4:55:00,12:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,SS00,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,1,,,,X,,,,2,0,0,0,0,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCLPM01B,TCLPM01B-1
MVDGRU,Leisure,LA4694,NB,LA8177,9/12/2024,9/19/2024,...4...,320,328,J,MVD,4:25:00 a. m.,GRU,7:00:00 a. m.,W8Y168,2:35:00,12:00:00 a. m.,REG,JJ,GRU,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,SS00,0,0,0,GRU,LR,Yes,0,0,0,0,0,1,,,,X,,,,2,0,0,0,0,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y162,Station,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCJJM01,TCJJM01-2
